contact_id,name,email,phone,account,region,deal_value,stage,last_activity,owner
CON-09881,Paul Macdonald,regina73@example.net,3282807120713,Carter PLC,South,261096.07,Closed Lost,2026-04-01,David Hutchinson
CON-09882,Michelle Graves,opage@example.com,3079951824280,Travis Inc,North,147530.3,Closed Won,2024-09-17,Todd Bailey
CON-09883,Amanda Robinson,jesus83@example.com,,Mcdonald-Parrish,West,451457.57,Proposal,2025-12-11,Kelly Robinson
CON-09884,Tracey Vazquez,joshua64@example.org,7694532367055,Nelson Group,West,441772.92,Proposal,2025-09-18,Natasha Baldwin
CON-09885,Richard Pope,campbellsara@example.com,,"Vance, Harris and Howell",West,159076.52,Proposal,2026-04-06,Melinda Harding
CON-09886,George Rodriguez,dawn38@example.org,8819475339841,Smith PLC,West,37347.61,Closed Won,2025-08-05,James Ford
CON-09887,Ian Thomas,jonathangreene@example.net,4933126571023,Vasquez Inc,North,270778.34,Closed Lost,2026-01-21,Tonya Cuevas
CON-09888,Dean Bennett,charleslisa@example.org,7878597791892,"Richards, Vaughn and Davis",North,483185.59,Qualified,2025-01-24,Kevin Robinson
CON-09889,Megan Jones,ayalakelly@example.net,4305122201171,Watson PLC,West,295367.7,Qualified,2026-04-03,Allen Abbott
CON-09890,David Hernandez,kristenbush@example.net,3236919616050,Young-Mckinney,APAC,52090.81,Closed Lost,2025-09-07,Marissa Gibbs
CON-09891,Alejandro Hernandez,kvalencia@example.com,6100306372696,Salazar LLC,APAC,370636.49,Closed Lost,2025-12-14,Jose Humphrey
CON-09892,Amanda Perez,schneiderdawn@example.org,1082395516839,Young Inc,APAC,177957.69,Proposal,2026-04-12,Mark Day
CON-09893,Douglas Carter DVM,conleytodd@example.org,1550560976960,Vang-Wolfe,North,418689.43,Proposal,2025-05-07,William Rogers
CON-09894,Melissa Meyer,steven97@example.com,0787624531274,"Wright, Crosby and Sullivan",East,474983.19,Prospect,2025-11-24,David Ellis
CON-09895,James Roberson,susan77@example.com,3985440380433,"Williams, King and Bradford",North,66272.87,Closed Lost,2025-09-13,Mary Martin
CON-09896,Shawn Hunt,lydia81@example.com,1165170156354,"Roberts, Baker and Chavez",West,211326.18,Prospect,2026-03-11,Robert Watson
CON-09897,Mrs. Gina Bradford,kelly88@example.net,8134994314669,Perry-Poole,APAC,45207.68,Prospect,2025-11-10,Jason Jacobson
CON-09898,Meagan Hogan,thompsonjacob@example.org,1882093559586,Graves-Williams,West,325745.38,Qualified,2024-06-03,Holly Garcia
CON-09899,Michael Terry III,suzanne99@example.net,,Cook-Hughes,West,138353.75,Proposal,2025-04-05,Brenda Mcclain
CON-09900,Karen Martin,matthewjames@example.net,4124328514224,Martinez-Frank,South,357816.53,Proposal,2025-12-11,Taylor Carter
CON-09901,Erik Sandoval,michaelroth@example.com,6427981074388,Robinson Ltd,West,55187.64,Closed Won,2025-11-08,Jessica Moore
CON-09902,Sherri Palmer,feliciasellers@example.com,9801004895137,"Conner, Compton and Garcia",East,381861.72,Closed Lost,2025-03-28,Diamond Hamilton
CON-09903,Aaron Zamora,kshields@example.net,9754160864983,Crawford-Tucker,North,498102.91,Closed Won,2025-07-22,Marcus Carlson
CON-09904,Kenneth Atkins,,2547884573863,Silva Group,North,446287.19,Closed Won,2025-05-30,Steven Ortiz
CON-09905,Courtney Gordon,,0228328221413,Miller Ltd,West,489377.33,Prospect,2025-06-12,Chris Knight
CON-09906,Daniel Parker,jguerrero@example.net,5651390615231,Trevino-Wilson,South,304266.03,Prospect,2026-03-16,Juan Watson
CON-09907,Tony Green,candaceharris@example.net,7068627498523,"Becker, Gardner and Compton",West,421775.53,Closed Won,2025-05-02,Charles Snyder
CON-09908,David Hansen,wellison@example.net,4035642603223,Mooney Ltd,APAC,21104.52,CLOSED WON,2025-08-27,Amber White
CON-09909,William Diaz,lindawilliams@example.net,1461084909037,Nielsen LLC,South,139898.74,Qualified,2025-06-10,Jody Martinez
CON-09910,Christine Brown,rachelchan@example.org,8807341263468,Taylor-Higgins,North,48783.73,Qualified,2025-08-28,Brian Wolfe
CON-09911,Amy Scott,jrodriguez@example.net,4183978667139,"Giles, Davis and Evans",APAC,407116.02,Prospect,2024-05-16,Lisa Richards
CON-09912,Johnny Adams,eric72@example.org,3069092712632,Tyler Ltd,South,313407.62,Closed Lost,2025-02-12,Jonathan Allen
CON-09913,Crystal Hall,ashley22@example.net,1167023601277,"Wilson, Wilson and Barnett",South,338354.58,Qualified,2024-06-17,William Lewis
CON-09914,Larry Ball,rhaley@example.net,2140838651250,Larsen-Poole,APAC,372870.18,Closed Lost,2025-06-27,Krista Patterson
CON-09915,Andrea Morales,,4515730785901,"Wheeler, Fletcher and Cross",North,167300.81,Closed Won,2024-10-09,Casey Smith
CON-09916,Catherine Jackson,villarreallawrence@example.net,5110094519526,"Orr, Reese and Jordan",APAC,381041.67,Qualified,2024-06-20,Maria Pittman
CON-09917,Randall Smith,suttonlisa@example.net,7113680864448,Hurst-Mendoza,APAC,257113.06,Closed Won,2026-01-01,Alan Cobb
CON-09918,Richard Holloway,johnsondavid@example.com,7012142894064,Ryan Inc,East,443600.51,Prospect,2024-05-29,Emily Zamora
CON-09919,Jonathon Stephens,laura59@example.net,2440931371984,Castillo and Sons,APAC,375099.74,Proposal,2025-08-17,Sean Quinn
CON-09920,Robert Cuevas,aevans@example.com,2217117264245,Johnson Ltd,APAC,478310.69,Closed Lost,2025-09-30,Erica Cain
CON-09921,Andre Taylor,angelakrause@example.net,3475290626660,Vasquez-Larsen,West,208832.83,Qualified,2025-08-28,Dennis Hoffman
CON-09922,Matthew Palmer,oward@example.net,7804761790370,Stuart Inc,APAC,498838.07,Closed Won,2025-12-08,Justin Chandler
CON-09923,Raymond Mendoza,hernandezmatthew@example.net,4342305542015,Mcdowell and Sons,West,325550.27,Prospect,2024-07-15,Adam Crawford
CON-09924,Kenneth Jackson,,1502641419688,Reed-Robinson,APAC,287132.69,Qualified,2025-06-12,Russell Padilla
CON-09925,Joe Sanchez,amy25@example.org,0949145157809,Manning-Collins,South,113632.97,Proposal,2025-12-26,Andrew Donovan
CON-09926,Shannon Bradley,mckinneydaniel@example.net,7134954819195,Wood PLC,APAC,451162.54,Closed Won,2025-01-14,Ashley Allen
CON-09927,Jason Ross,marywilliams@example.net,3775738607061,"Fowler, Moyer and Evans",North,129875.34,Qualified,2025-01-27,Kevin Taylor
CON-09928,Nathaniel Castillo,lunderwood@example.org,5663624479195,Lambert LLC,North,377129.98,Closed Won,2025-09-16,Susan Wilson
CON-09929,Linda Curry,lwilson@example.net,7240278033983,"Williamson, Martin and Deleon",North,469117.72,Qualified,2026-04-10,Ashley Greer
CON-09930,Travis Walker,jennifer07@example.net,2012597013769,Owens-Lee,North,286235.64,Proposal,2024-05-11,Catherine Saunders
CON-09931,Adrian Benjamin Jr.,bradleyreeves@example.net,7656572607339,Mccarty-Powell,East,457058.7,Prospect,2025-04-04,Anthony Anderson
CON-09932,Carly Phillips,xjones@example.net,8753714834495,"Smith, Wood and Adams",West,235101.16,Closed Won,2024-06-23,Nicole Williams
CON-09933,Frank Everett,kim09@example.org,8877472082935,"Mullen, West and Wells",West,247533.24,Prospect,2025-05-31,Sean Blankenship
CON-09934,Lori Torres,penningtonmelissa@example.net,,"Cameron, Williams and Pace",APAC,273115.6,Proposal,2025-07-24,Elizabeth Gardner
CON-09935,Matthew Fox,jacquelineholmes@example.org,1844645620678,"Marsh, Huber and Martin",East,30285.09,Qualified,2025-12-14,Sharon Castro
CON-09936,Richard Johnson,gary94@example.org,9530563819797,Leonard LLC,West,24145.54,Closed Won,2026-02-07,Cindy Winters
CON-09937,Matthew Torres,carpenterrobert@example.com,9825265801582,"Vargas, Fox and Arnold",North,476986.12,Closed Won,2024-08-20,Michelle Sanchez
CON-09938,Kyle Kent,nicoleanderson@example.net,8276970818952,"Ruiz, Gutierrez and Villanueva",East,465843.01,Closed Lost,2025-04-10,Mary Thomas
CON-09939,Mario Collins,brandongomez@example.net,0028326237768,Mendoza Ltd,APAC,309495.61,Closed Lost,2025-12-24,Tommy King
CON-09940,Mitchell Leon,daniel16@example.com,6002479214268,Jones-Montgomery,West,23890.76,Closed Won,2025-07-20,Donald Ross
CON-09941,Brittany Carlson,dgutierrez@example.net,4877996012726,"Benitez, Gill and Austin",North,456573.94,Closed Lost,2025-02-07,William Graves
CON-09942,Brianna Smith,kmays@example.com,3300706448394,"Ortiz, Cruz and Arnold",North,464438.42,Closed Won,2024-07-06,Erica Benjamin
CON-09943,Jon Jones,ethomas@example.com,4236251133320,"Nelson, Alvarez and Mclean",East,127872.14,Closed Lost,2024-12-22,Kevin Dominguez
CON-09944,Felicia Greer,harrisongeorge@example.net,1927112217171,"George, Gonzalez and Dominguez",West,223204.37,Closed Lost,2025-06-28,Charles Barker
CON-09945,Richard Shepherd,henry16@example.org,2147970169416,Chang-Matthews,East,265495.05,Closed Lost,2025-01-26,Jaime Chaney
CON-09946,Candace Cervantes,mcguireamber@example.net,3390050475769,Armstrong-Abbott,South,54320.8,Closed Won,2025-04-12,Michael Anderson
CON-09947,Kathy Johnson,bradleyjacob@example.com,2835651256117,Mcbride-Kramer,South,348895.05,Closed Won,2025-08-25,Linda Smith
CON-09948,Victor Miller,charles53@example.net,1604013083151,Brown-Stuart,APAC,92639.55,Closed Won,2025-03-02,Ryan Gonzalez
CON-09949,Thomas Wilson,xhaney@example.com,5523001868915,Pierce-Rios,North,368598.61,Closed Won,2026-02-15,Jeff Sullivan
CON-09950,Eric Baldwin,peterreed@example.net,8548797661885,Phillips-Graham,West,97032.96,Qualified,2024-09-17,Sherri Lewis
CON-09951,Anthony Cochran,kristenmendoza@example.com,7183187505242,Caldwell and Sons,North,201473.44,Closed Won,2024-05-17,
CON-09952,Brittany Chaney,colleenjones@example.net,1263814570836,Ball-Vazquez,APAC,81076.67,Proposal,2024-06-09,Deanna Dillon
CON-09953,Jennifer Morgan,,4437547248212,Webb-Jones,East,98746.95,Qualified,2025-07-18,Judy Wagner
CON-09954,Tyler Johnston,timothyphillips@example.com,2359523928883,"Hinton, Greene and Johnson",South,348060.58,Qualified,2024-07-18,Raymond Dennis
CON-09955,Kelly Moore,natalieryan@example.com,1906660697821,Bradley Inc,North,349863.19,Qualified,2025-06-12,Julie Sawyer
CON-09956,Emily Diaz,omoss@example.net,7816917832551,"Li, Smith and Porter",East,386784.17,Prospect,2025-08-24,Wesley Peters
CON-09957,Tiffany Potts,knightkristie@example.org,6692145182948,Ayers-Brown,East,210244.53,Closed Lost,2024-09-08,Scott Estrada Jr.
CON-09958,Kevin Miller,wendymitchell@example.org,9405928204694,Moore-Harper,South,105129.57,Proposal,2024-05-30,Teresa Johnson
CON-09959,Carol Mendez,crystalhoover@example.org,7009653977533,Hoover PLC,APAC,265284.13,Qualified,2025-01-17,Carolyn Martinez
CON-09960,Tracy Hudson,mary85@example.com,5099320196681,"Raymond, Lopez and Simmons",APAC,388824.0,Closed Lost,2025-07-12,Anthony Smith
CON-09961,Nicole Dixon,stoutdiana@example.net,5845405917136,King Group,South,340101.27,Qualified,2026-02-21,
CON-09962,Robert Lynn,steven77@example.org,7072234847259,Mccarthy Ltd,APAC,191404.64,Closed Won,2024-10-04,Trevor Martin
CON-09963,Brandi Molina,samantha91@example.org,7502396441787,Owen-Mcfarland,East,396385.93,Closed Lost,2025-05-17,Paige White
CON-09964,Christopher Coleman,bensonstephen@example.org,5739222433276,"Rodriguez, Ramirez and Martin",South,88395.02,Qualified,2024-11-28,John Murphy
CON-09965,Peter Martin,miranda33@example.net,8893403186998,"Cook, Ramirez and King",APAC,57081.23,Prospect,2025-04-15,Martin Williams
CON-09966,Vincent Vega,joseph87@example.net,9944469138361,"Doyle, Page and Tran",North,450211.55,Prospect,2025-04-04,Timothy Barr
CON-09967,Jennifer Frederick,athomas@example.net,1205059887322,Koch-Castillo,APAC,108222.72,Closed Won,2025-12-14,Joshua Reese
CON-09968,Lisa Hughes,kylebuchanan@example.com,2039667052274,Myers Group,West,57699.59,Qualified,2024-06-25,Nicholas Clark
CON-09969,Herbert Silva,jamespeck@example.org,7452247152216,Hudson-Mccarthy,North,446114.59,Qualified,2025-11-10,Melissa Harrell
CON-09970,John Hill,teresa71@example.org,6934654999565,Moore-Aguilar,East,184593.89,Closed Lost,2024-12-28,Gregory Miller
CON-09971,Deanna Jones,gutierrezkristy@example.com,0177496472715,Jones and Sons,East,425013.76,Closed Won,2025-01-27,Francisco Daniels
CON-09972,Anthony Martin,,6077838722379,Colon-Gonzalez,East,124684.18,Proposal,2024-10-28,Daniel Perez
CON-09973,Lauren Thomas,julieallen@example.net,5631974827605,Jackson-Gillespie,South,147424.25,Qualified,2024-05-04,Victoria Wood
CON-09974,Matthew Williams,brendahill@example.com,5490602756345,"Young, Brown and Figueroa",APAC,493469.34,Closed Won,2024-08-15,Gregory Torres
CON-09975,Rick Miller,sweeneydavid@example.net,3952784742777,"Ortiz, Sanders and Warren",East,258234.9,Proposal,2026-02-16,Felicia Wheeler
CON-09976,Teresa Cardenas,terri17@example.com,2556569950408,Richardson-Davis,North,426200.19,Closed Won,2024-11-26,Lindsey Butler
CON-09977,James Marsh,,7017325660655,Allen Inc,North,336214.64,Qualified,2025-07-12,Kristy Chapman
CON-09978,Nathan Delgado,kerry75@example.net,,"Stone, West and Acosta",North,126086.65,Closed Lost,2025-05-09,Mrs. Lisa Gonzalez
CON-09979,Michael Alvarez,debra44@example.com,,"Frederick, Maxwell and Jacobs",East,134417.15,Closed Lost,2026-01-06,Anthony Liu
CON-09980,Christopher Cook,huffmangina@example.org,2734378090189,May-Williams,North,243020.81,Qualified,2024-11-22,Kayla Mejia
CON-09981,Mary Thompson,charlesrogers@example.org,8148402040408,Livingston Inc,West,330726.65,Proposal,2024-06-18,Terry Allen
CON-09982,Jodi Rodriguez,joneslauren@example.net,4230084812511,"Reynolds, Wolf and Arnold",North,382200.8,Prospect,2026-03-30,Zachary Mckinney
CON-09983,Anthony Howard,danamontgomery@example.net,0703777127863,Smith Inc,East,53481.68,Closed Won,2025-09-05,Vickie Mcclure
CON-09984,Corey Avila,cmurillo@example.net,,Rojas and Sons,APAC,165702.16,Prospect,2025-11-17,Jody Haynes
CON-09985,Jeanette Smith,sjohnson@example.com,2805139689857,Young and Sons,South,67454.54,Closed Lost,2024-06-26,Megan Anderson
CON-09986,Jacob Brady,zmccall@example.com,5435155760357,"Bruce, Lloyd and Schroeder",East,210373.37,Proposal,2025-04-26,Tommy Thompson
CON-09987,Joshua Kelley,ocook@example.com,3058943348389,Livingston Group,East,107244.09,Proposal,2025-01-10,Mitchell Brown
CON-09988,Anthony Baker,jacqueline76@example.com,3661345708388,Aguirre Inc,APAC,423315.98,Closed Lost,2025-05-02,Nathaniel Brown
CON-09989,Robin Riley,steven52@example.net,8348232869823,Morrison-Coleman,East,377791.85,Proposal,2025-04-15,Tiffany Knight
CON-09990,Robert Mendoza,qwang@example.com,8134677679285,"Ballard, Harris and Stewart",South,213657.05,Qualified,2024-10-04,Luis Wilson
CON-09991,Benjamin Martin,coxkristine@example.net,9321879181550,"Parsons, Miller and Paul",North,432891.91,Qualified,2026-04-10,Catherine Harrell
CON-09992,Joshua Campbell,nwalker@example.net,8187735043146,Mendoza Ltd,APAC,109083.43,Proposal,2024-11-22,Steven Garcia
CON-09993,Anthony Mcdowell,callahaneric@example.net,9157446086177,"Carter, Jones and Thompson",South,256306.07,Proposal,2025-04-09,Robin Lambert
CON-09994,Paige Williams,ptaylor@example.org,7415201392327,Bauer Ltd,North,67794.84,Closed Won,2024-12-20,James Henderson DDS
CON-09995,Gary Floyd,kristen74@example.net,4326051358902,Young Inc,North,404572.46,Prospect,2026-01-13,Lisa Baird
CON-09996,Victoria Dunn,cdominguez@example.com,6866896926199,Osborne-Long,APAC,259686.37,Proposal,2025-12-21,Jeffery Johnson
CON-09997,Ricky White,ericksonderek@example.org,3357375640453,Smith-Byrd,North,208019.07,Prospect,2026-02-18,Katherine Lee
CON-09998,Brian Collins DDS,meganfitzgerald@example.org,5796222205893,Webster-Benson,North,295390.27,Proposal,2024-07-10,Jeanette Higgins
CON-09999,Elizabeth Wilkinson,amy47@example.net,8182396195319,Jones-Stark,South,424488.6,Proposal,2026-03-18,Jesse Johnson
CON-10000,Michelle Thompson,,9086030589554,Huff and Sons,East,411520.81,Prospect,2025-10-29,Richard Alvarado
CON-10001,Amy Weaver,lisajennings@example.com,7693946538124,Smith PLC,East,372978.47,Proposal,2025-08-10,Paul Torres
CON-10002,Ronald Turner,susanthomas@example.com,1208718650724,Perez-Boyd,West,351559.87,Proposal,2024-07-10,Casey Miller
CON-10003,Yolanda Johnson,christopher11@example.com,7119505657758,Reid-Ward,APAC,252768.75,Qualified,2024-05-29,Jesse Lynn
CON-10004,Brandy Taylor,jonesjennifer@example.com,0102427545320,Spencer-Walls,APAC,-290447.25,Closed Lost,2024-09-27,Drew Odonnell
CON-10005,Deborah Robbins,rsparks@example.org,3829490133725,Wade and Sons,East,414729.92,Prospect,2025-12-24,Derek Hoffman
CON-10006,Barbara Rodriguez,kmccoy@example.com,1774381955073,Watts PLC,West,223791.61,Prospect,2025-08-09,Kelsey Wilson
CON-10007,Lisa Harrison,leemegan@example.com,4612430392672,"Brennan, Lee and Massey",North,154384.92,Qualified,2025-01-23,Brenda Franklin
CON-10008,Melissa Blackburn,rebecca28@example.net,5267042971903,Cummings PLC,West,186957.96,Qualified,2025-04-06,Alvin Lopez
CON-10009,Michelle Mcdaniel,ebrown@example.net,4904036905900,Serrano PLC,West,318427.56,Qualified,2025-03-02,Megan Cannon
CON-10010,Vanessa Oconnor,mcintyretiffany@example.org,3284572849199,Porter Ltd,West,146326.8,Proposal,2025-10-27,Lawrence Clark
CON-10011,Paul Holland,hscott@example.org,2396530694665,"Wallace, Cox and Carrillo",APAC,251254.12,Closed Lost,2025-04-23,Andrew Morrison
CON-10012,Marcus Rowe III,,6632159547043,Guzman-Hall,West,37907.46,Closed Lost,2024-09-29,Lawrence Barajas
CON-10013,Daniel Adams,gwalker@example.com,9898127850427,"Marquez, Johnson and Clayton",North,201814.83,Closed Lost,2025-10-03,Lori Harvey
CON-10014,Dustin Roberts,dsexton@example.com,0938007953895,"Hanson, Taylor and Rivera",South,20368.81,Prospect,2025-10-22,Rachel Lynch
CON-10015,Jonathan Stein,timothy92@example.org,6355805955839,Vargas PLC,South,123796.08,Proposal,2024-10-18,Rhonda Jefferson
CON-10016,Lauren Osborne,jpalmer@example.org,3751293106351,Gill-Perez,South,382418.6,Prospect,2025-06-27,
CON-10017,Melvin Rodriguez,,1470732711893,"Shepard, Gutierrez and Schneider",South,115451.88,Prospect,2025-01-27,Stacey Jordan
CON-10018,Jamie Miller,barbara09@example.net,,Salazar-King,APAC,29676.85,closed won,2025-04-14,Dan Huynh
CON-10019,Jerry Torres,fhunt@example.net,4710986049194,Jones-Cook,North,152981.08,Qualified,2024-05-26,Darren Scott
CON-10020,Troy Wright,,3306950114975,Hamilton-Sanchez,West,465964.54,Proposal,2024-05-23,Jennifer Hunt
CON-10021,Cynthia Watson,wmitchell@example.org,7705926188033,"Peters, Mason and Williams",East,288522.12,Prospect,2026-04-12,Tracy Lowery
CON-10022,Jennifer Ward,shepardryan@example.com,6798752209130,"Horton, Diaz and Martinez",West,370943.52,Closed Won,2024-06-21,Jennifer Hebert
CON-10023,Kimberly Lopez,joycejoseph@example.org,5817571249906,Burke-Rodgers,East,148419.31,Closed Won,2025-08-01,William Thomas
CON-10024,Debra Garcia,,,Perez-Meyer,West,446904.56,Closed Lost,2024-09-02,
CON-10025,Wesley Fuller,,6850852300726,"Lee, Hogan and Sampson",North,460316.73,Prospect,2025-12-17,Yvonne Price
CON-10026,Mr. Jonathan Smith,bryanbrown@example.org,5535972636719,"Morrison, Hooper and Newton",APAC,298893.21,Prospect,2025-11-18,Bryan Ward
CON-10027,Gail Donovan,craigjordan@example.net,3826933843753,Holmes-Ashley,APAC,363341.82,Prospect,2026-03-07,Jacob Smith
CON-10028,Dwayne Schultz,crasmussen@example.org,3172780745847,Strickland Inc,South,241865.91,Qualified,2025-05-25,Zachary Campbell
CON-10029,Susan Evans,david29@example.com,5510826525231,Barnes PLC,South,180483.2,Closed Lost,2024-07-26,Joshua Ortiz
CON-10030,Matthew Brown,guerratammy@example.org,0201850588133,Parker Inc,North,144554.64,Closed Lost,2024-08-06,Erik Mata
CON-10031,Robert Fisher,williamfowler@example.org,3746580986122,Day Inc,West,176493.34,Qualified,2025-08-16,Jason Glenn
CON-10032,Christine Patrick,chendaniel@example.com,3991045603112,"Wagner, Garner and Mcdonald",South,495187.08,Prospect,2025-11-20,Kevin Jackson
CON-10033,Cole Calhoun,brian66@example.com,6863781105852,Simmons Group,APAC,61116.85,Prospect,2025-02-25,Michael Andrews
CON-10034,Mrs. Shelly Francis,davidhammond@example.org,7401773337200,Mitchell-Weber,North,245121.86,Closed Won,2026-01-13,John Glenn
CON-10035,Robert Love,christopherchavez@example.org,5996337828041,Martinez PLC,East,85947.87,Qualified,2026-04-04,Nathaniel Williams
CON-10036,Joseph Wright,tommynguyen@example.com,8250692155031,"Gutierrez, Finley and Crawford",APAC,236557.71,Closed Won,2025-11-27,William Kim
CON-10037,Tyler Davis,turnerdonna@example.org,6664308235523,Brooks Inc,West,171287.89,Closed Won,2025-06-24,Eddie Koch
CON-10038,Evan Jenkins,vmcpherson@example.com,,Hicks and Sons,North,257706.65,Closed Lost,2025-07-22,Corey Walsh
CON-10039,Brittney Pierce,cmunoz@example.com,2052691965806,"Dickson, Rowe and Marshall",West,265716.4,Qualified,2024-12-09,Jacqueline Gordon
CON-10040,Sharon Gross,rhuff@example.com,6008822708581,Maldonado PLC,South,350744.25,Closed Won,2025-12-20,Ariana Ford
CON-10041,Jason Hayes,dawn03@example.net,0431315596300,Cox LLC,East,188885.81,Prospect,2025-09-10,Alexis Serrano
CON-10042,Brenda Larsen,jamestyler@example.org,9926813331039,Miller and Sons,West,230579.98,Closed Won,2024-09-07,
CON-10043,Christian Schmidt,karen23@example.net,4102228925337,Salazar-Austin,APAC,216182.59,Closed Lost,2024-09-24,Sandra Robinson
CON-10044,Gina Dunn,jonesjeanne@example.net,2737758098628,Allen-Ruiz,East,409370.24,Qualified,2025-04-22,Jon Burton
CON-10045,Shannon Schneider,karinguyen@example.com,4600069948156,Harris PLC,West,96148.69,Qualified,2025-06-25,Chad Bowman
CON-10046,Alyssa Collins,natalie18@example.net,9052671679960,Simpson and Sons,North,95562.49,Proposal,2024-08-25,Heather Riddle
CON-10047,Robert Roberts,jamesblanchard@example.org,8438723066101,Thomas PLC,West,264109.46,Qualified,2025-08-30,
CON-10048,Lisa Jones,zvalenzuela@example.com,0443050475703,Ortiz PLC,North,48438.58,Prospect,2025-12-03,Brian Nelson
CON-10049,Duane Ortiz,greerjeremy@example.net,7442625582964,"Castillo, White and Baker",West,205300.72,Closed Lost,2025-03-06,Rodney Copeland
CON-10050,Gerald Hanson,sethfrank@example.net,8515795965646,Rogers-Hamilton,South,280966.98,Closed Lost,2025-04-25,James Harmon
CON-10051,Christopher Johnson,eric97@example.net,2725437452339,"Lee, Huynh and Johnson",West,331656.26,Qualified,2026-03-30,Donna Johnson
CON-10052,Linda Hurley,todd69@example.com,7348432442340,"Mullins, Jones and Cortez",South,426896.42,Qualified,2025-07-13,Andrew Jones
CON-10053,Richard Hernandez,boydkristina@example.org,7154462011220,Forbes-Johnson,West,186285.06,Qualified,2026-01-25,Robert Johnson
CON-10054,James Haney,richardblackburn@example.com,7080446960785,Gomez-Gibson,South,207110.88,Closed Won,2024-07-14,Melissa Dixon
CON-10055,Diana Palmer,sonya68@example.com,8623962482356,"Lee, Stephenson and Mathews",West,460818.63,Prospect,2024-07-26,Nicholas Reed
CON-10056,Henry Hunt,dchandler@example.net,0633191270804,Bennett PLC,APAC,136252.35,Prospect,2026-03-12,Brandon Humphrey
CON-10057,Stephanie Johnson,uwagner@example.org,7500690735716,Black and Sons,APAC,236403.35,Prospect,2025-02-28,Sarah Jefferson
CON-10058,Joseph Rodriguez,mirandawalters@example.com,8075603204670,Anderson and Sons,North,188238.82,Closed Won,2025-05-02,Amy Collins
CON-10059,Jonathan Williams,nicoleshaw@example.org,6989248782554,"Kelly, Salinas and Hodge",East,229849.28,Prospect,2024-07-06,Amy Brown
CON-10060,John Mercado,dhuff@example.com,0546371241038,Walsh-Brown,West,134963.58,Proposal,2025-06-11,Angela Rivera
CON-10061,John Perez,melissa33@example.com,4631011344488,Doyle-Mullins,North,18494.57,Proposal,2025-02-24,Jennifer James
CON-10062,Chad Lewis,xzuniga@example.com,,Brown LLC,APAC,149545.4,Qualified,2025-03-31,Ashley Carter
CON-10063,Monique Yu,santoskristin@example.net,3582533938520,"Dixon, Turner and Reese",South,202035.34,Closed Won,2025-11-08,Brandy Scott
CON-10064,Jessica Collins,khiggins@example.org,,"Woods, Morrow and Hart",South,476626.78,Proposal,2025-04-04,
CON-10065,Susan Medina,james04@example.com,9682915471909,"Saunders, White and Spencer",APAC,445969.54,Closed Lost,2025-01-12,Travis Browning
CON-10066,Alan Lewis,nicolashiggins@example.net,8524404522160,"Martinez, Davis and Leach",APAC,299880.46,Closed Won,2025-12-25,Kevin Flores
CON-10067,Ashley Palmer,ufields@example.com,7838615422355,Reyes and Sons,North,335570.58,Prospect,2024-08-15,Katherine Stewart
CON-10068,Jamie Hogan,klinetracy@example.com,7702452837710,Tucker-Allen,West,42847.89,Closed Lost,2024-09-21,Nathan Bolton
CON-10069,Andre Novak,eturner@example.org,4245722279420,Lewis-Phillips,North,236655.17,Closed Won,2025-09-19,
CON-10070,Lynn Haney,martinrobert@example.com,3694821317513,Collins-Scott,APAC,155459.85,Prospect,2025-12-21,Isaac Mack
CON-10071,Abigail Turner,cookvanessa@example.net,,Wheeler-Boyle,East,319238.19,Qualified,2025-06-19,Tiffany Moreno
CON-10072,Carlos Carpenter,spark@example.com,5401978528487,Weber and Sons,APAC,46414.75,Closed Lost,2024-05-22,Brittany Keller
CON-10073,Michael King,sharon20@example.net,0780311203523,Johnson-Hernandez,West,312529.28,Proposal,2026-01-31,Valerie Garza
CON-10074,Toni Moreno,ndavis@example.com,7217732947901,"Mcclure, Payne and Sandoval",West,445326.61,Qualified,2024-05-18,Roger Rodgers
CON-10075,Brenda Stevenson,lhenry@example.net,2903793659456,Walls-Pugh,South,245161.61,Prospect,2025-01-03,Christina Fisher
CON-10076,Derrick Phelps,lisakhan@example.org,3899543760173,"Nichols, Bush and Stone",West,114793.16,Closed Won,2025-11-28,Daniel Owens
CON-10077,Jonathon Vang,ann51@example.org,1734239247597,"Davis, Collins and Jackson",West,178213.76,Proposal,2025-08-22,Crystal Norton
CON-10078,Julie Morris,ivan98@example.org,2375720554965,Reilly-Frazier,South,46335.33,closed won,2025-01-20,Elizabeth Jones
CON-10079,Kelly Weber,jackprice@example.com,0069272637182,Smith Ltd,South,426634.7,Prospect,2025-10-25,William Griffin
CON-10080,Steven Smith,theresa80@example.com,2803907138280,Simpson-Wood,North,445025.6,Qualified,2025-05-12,Derrick Espinoza
CON-10081,Johnny Wilson,yreyes@example.net,,"Sandoval, Li and Brennan",South,71970.13,Proposal,2025-07-18,Lisa Oliver
CON-10082,Katherine Ray,lparker@example.net,4130364266408,Lewis and Sons,West,103509.96,Proposal,2025-09-29,Ryan Carr
CON-10083,Alexander Barnett,elizabeth87@example.net,4854797433712,Miller-Hood,East,107781.61,Qualified,2025-05-04,
CON-10084,Jennifer Salinas,,3757919081511,Robbins Inc,APAC,388167.5,Closed Lost,2024-12-22,Natalie Gonzalez
CON-10085,Crystal Sandoval,michael31@example.com,8381798796924,Castaneda-Evans,South,334134.66,Proposal,2025-05-04,Cameron Harris
